version	package	cbo	aff	eff	lcom	mf	cs
junit-4.12.2	junit.framework	5	15	14	0.8345588235294118	0.5806451612903226	-58
junit-4.12.2	junit.runner	1	3	4	1.0	0.0	-3
junit-4.12.2	junit.extensions	1	1	6	0.8	0.41379310344827586	-7
junit-4.12.2	junit.textui	2	0	9	0.5	0.13333333333333333	1
junit-4.12.2	org.junit.runner	10	76	20	0.8562091503267973	0.38596491228070173	-79
junit-4.12.2	org.junit.runner.manipulation	1	17	1	0.7916666666666666	0.4225352112676056	-18
junit-4.12.2	org.junit.runner.notification	1	28	2	0.7527472527472527	0.6081081081081081	-19
junit-4.12.2	org.junit.validator	1	3	4	0.7454545454545455	0.7272727272727273	-9
junit-4.12.2	org.junit	2	24	5	0.9485294117647058	0.345679012345679	-116
junit-4.12.2	org.junit.runners	14	12	47	0.9083333333333333	0.32592592592592595	-94
junit-4.12.2	org.junit.runners.model	5	87	9	0.9166666666666666	0.21164021164021163	-88
junit-4.12.2	org.junit.runners.parameterized	4	2	10	0.5833333333333334	0.3448275862068966	4
junit-4.12.2	org.junit.matchers	1	1	1	NaN	0.0	0
junit-4.12.2	org.junit.experimental.runners	2	0	2	NaN	0.0	0
junit-4.12.2	org.junit.experimental	3	0	6	-0.0	0.3333333333333333	1
junit-4.12.2	org.junit.experimental.theories	5	8	11	0.8666666666666667	0.509090909090909	-61
junit-4.12.2	org.junit.experimental.theories.suppliers	1	0	4	-0.0	0.5	1
junit-4.12.2	org.junit.experimental.theories.internal	3	5	12	0.8392857142857143	0.32727272727272727	-14
junit-4.12.2	org.junit.experimental.max	7	0	14	0.75	0.5283018867924528	-10
junit-4.12.2	org.junit.experimental.categories	7	0	17	0.8272727272727273	0.6333333333333333	-27
junit-4.12.2	org.junit.experimental.results	3	0	6	0.7	0.6923076923076923	-3
junit-4.12.2	org.junit.rules	7	3	12	0.9458689458689459	0.5671641791044776	-297
junit-4.12.2	org.junit.internal	4	24	7	0.9423076923076923	0.32727272727272727	-64
junit-4.12.2	org.junit.internal.builders	7	3	11	0.875	0.34146341463414637	-14
junit-4.12.2	org.junit.internal.runners	8	9	28	0.8986928104575164	0.45588235294117646	-105
junit-4.12.2	org.junit.internal.runners.rules	3	2	6	0.6545454545454545	0.8172043010752689	3
junit-4.12.2	org.junit.internal.runners.statements	2	3	5	0.8888888888888888	0.38095238095238093	-26
junit-4.12.2	org.junit.internal.runners.model	4	4	5	1.0	0.0	-3
junit-4.12.2	org.junit.internal.requests	4	2	8	1.0	0.0	-3
junit-4.12.2	org.junit.internal.matchers	1	2	1	1.0	0.0	-6
junit-4.12.3	junit.framework	5	15	14	0.8345588235294118	0.5806451612903226	-58
junit-4.12.3	junit.textui	2	0	9	0.5	0.13333333333333333	1
junit-4.12.3	junit.extensions	1	1	6	0.8	0.41379310344827586	-7
junit-4.12.3	junit.runner	1	3	4	1.0	0.0	-3
junit-4.12.3	org.junit	2	24	5	0.9485294117647058	0.345679012345679	-116
junit-4.12.3	org.junit.runners	14	12	47	0.9083333333333333	0.32592592592592595	-94
junit-4.12.3	org.junit.runners.parameterized	4	2	10	0.5833333333333334	0.3448275862068966	4
junit-4.12.3	org.junit.runners.model	5	89	9	0.9166666666666666	0.2094240837696335	-88
junit-4.12.3	org.junit.rules	7	3	12	0.9458689458689459	0.5671641791044776	-297
junit-4.12.3	org.junit.runner	10	76	20	0.8654970760233918	0.3948497854077253	-95
junit-4.12.3	org.junit.runner.manipulation	1	17	1	0.7916666666666666	0.4225352112676056	-18
junit-4.12.3	org.junit.runner.notification	1	29	2	0.7527472527472527	0.6040268456375839	-19
junit-4.12.3	org.junit.experimental.max	7	0	14	0.75	0.5283018867924528	-10
junit-4.12.3	org.junit.experimental.categories	7	0	17	0.8272727272727273	0.6333333333333333	-27
junit-4.12.3	org.junit.experimental.results	3	0	6	0.7	0.6923076923076923	-3
junit-4.12.3	org.junit.experimental	3	0	6	-0.0	0.3333333333333333	1
junit-4.12.3	org.junit.experimental.runners	2	0	2	NaN	0.0	0
junit-4.12.3	org.junit.experimental.theories	5	8	11	0.8666666666666667	0.509090909090909	-61
junit-4.12.3	org.junit.experimental.theories.internal	3	5	12	0.8392857142857143	0.32727272727272727	-14
junit-4.12.3	org.junit.experimental.theories.suppliers	1	0	4	-0.0	0.5	1
junit-4.12.3	org.junit.internal.runners.rules	3	2	6	0.6923076923076923	0.8347826086956521	-4
junit-4.12.3	org.junit.internal.runners	8	9	28	0.8986928104575164	0.45588235294117646	-105
junit-4.12.3	org.junit.internal.runners.model	4	4	5	1.0	0.0	-3
junit-4.12.3	org.junit.internal.runners.statements	2	3	5	0.8888888888888888	0.38095238095238093	-26
junit-4.12.3	org.junit.internal.builders	7	3	11	0.875	0.34146341463414637	-14
junit-4.12.3	org.junit.internal	4	24	7	0.9423076923076923	0.32727272727272727	-64
junit-4.12.3	org.junit.internal.requests	4	2	8	1.0	0.0	-3
junit-4.12.3	org.junit.internal.matchers	1	2	1	1.0	0.0	-6
junit-4.12.3	org.junit.validator	1	3	4	0.7454545454545455	0.7272727272727273	-9
junit-4.12.3	org.junit.matchers	1	1	1	NaN	0.0	0
junit-4.13.0	junit.textui	2	0	9	0.5	0.13333333333333333	1
junit-4.13.0	junit.framework	5	15	17	0.8345588235294118	0.5660377358490566	-58
junit-4.13.0	junit.runner	2	3	5	1.0	0.0	-3
junit-4.13.0	junit.extensions	1	1	6	0.8	0.41379310344827586	-7
junit-4.13.0	org.junit.experimental.theories	5	8	11	0.8666666666666667	0.509090909090909	-61
junit-4.13.0	org.junit.experimental.theories.suppliers	1	0	4	-0.0	0.5	1
junit-4.13.0	org.junit.experimental.theories.internal	3	5	12	0.8392857142857143	0.32727272727272727	-14
junit-4.13.0	org.junit.experimental	3	0	6	-0.0	0.3333333333333333	1
junit-4.13.0	org.junit.experimental.max	7	0	14	0.75	0.5384615384615384	-10
junit-4.13.0	org.junit.experimental.results	3	0	6	0.6904761904761905	0.7428571428571429	-3
junit-4.13.0	org.junit.experimental.runners	2	0	2	NaN	0.0	0
junit-4.13.0	org.junit.experimental.categories	7	0	17	0.8363636363636363	0.5714285714285714	-29
junit-4.13.0	org.junit	3	30	6	0.954248366013072	0.3111111111111111	-133
junit-4.13.0	org.junit.validator	1	6	4	0.7454545454545455	0.7	-9
junit-4.13.0	org.junit.runner	12	91	27	0.8917748917748918	0.3663003663003663	-149
junit-4.13.0	org.junit.runner.manipulation	1	20	1	0.8725490196078431	0.5611510791366906	-99
junit-4.13.0	org.junit.runner.notification	2	32	3	0.7791666666666667	0.6162790697674418	-36
junit-4.13.0	org.junit.internal	4	36	7	0.9238095238095239	0.5517241379310345	-164
junit-4.13.0	org.junit.internal.builders	7	4	11	0.875	0.3333333333333333	-14
junit-4.13.0	org.junit.internal.management	1	2	1	0.8181818181818182	0.8727272727272727	-28
junit-4.13.0	org.junit.internal.requests	5	2	12	0.8035714285714286	0.4583333333333333	-12
junit-4.13.0	org.junit.internal.runners	8	10	32	0.8986928104575164	0.4397163120567376	-105
junit-4.13.0	org.junit.internal.runners.statements	3	5	7	0.8888888888888888	0.34782608695652173	-26
junit-4.13.0	org.junit.internal.runners.model	4	4	5	1.0	0.0	-3
junit-4.13.0	org.junit.internal.runners.rules	3	2	6	0.6923076923076923	0.8347826086956521	-4
junit-4.13.0	org.junit.internal.matchers	1	2	2	1.0	0.0	-6
junit-4.13.0	org.junit.function	0	2	0	NaN	0.0	0
junit-4.13.0	org.junit.rules	9	5	15	0.9457671957671958	0.5503355704697986	-320
junit-4.13.0	org.junit.runners	14	12	55	0.9272486772486772	0.4661016949152542	-308
junit-4.13.0	org.junit.runners.parameterized	6	2	16	0.75	0.49122807017543857	-8
junit-4.13.0	org.junit.runners.model	6	100	15	0.9152046783625731	0.24267782426778242	-123
junit-4.13.0	org.junit.matchers	1	1	1	NaN	0.0	0
